NSK02	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK03	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK04	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK05	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK06	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK07	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK08	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK09	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK10	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK11	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK12	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK13	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK99	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSK99	HXZ	HXN	HXE	100	1671.8	1671.8	1671.8
NSR01	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR02	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR03	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR04	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR05	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR06	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR99	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSR99	HXZ	HXN	HXE	100	1671.8	1671.8	1671.8
NSU01	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSU02	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSU03	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSU04	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSU05	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NSU06	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTG01	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTG02	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTG03	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTG04	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTG05	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTG06	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTG07	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTG08	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTG09	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTG99	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTG99	HXZ	HXN	HXE	100	1671.8	1671.8	1671.8
NTS01	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTS02	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTS03	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTS04	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTS05	HNZ	HNN	HNE	100	1092.267077	1092.267077	1092.267077
NTS06	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTS99	HNZ	HNN	HNE	100	1671.8	1671.8	1671.8
NTS99	HXZ	HXN	HXE	100	1671.8	1671.8	1671.8
PASJI	HNZ	HNN	HNE	100	213909.3	213909.3	213909.3
PBJI	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
PCJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
PGJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
PKJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
PPLI	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
PSJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
PSLI	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
PTJI	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
PUSI	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
RLSR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
RSJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
SADLY	HNZ	HNN	HNE	100	407998.776	407998.776	407998.776
SBJI	HNZ	HNN	HNE	100	417972.201	417972.201	417972.201
SCJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
SCJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
SEJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
SKJI	HNZ	HNN	HNE	100	407998.776	407998.776	407998.776
SLSN	ACZ	ACN	ACE	100	204000	204000	204000
SPJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
SPSJM	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
SSJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
SSJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
SUPJI	HNZ	HNN	HNE	100	213909.3	213909.3	213909.3
TASE	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
TNG	HNZ	HNN	HNE	100	407998.776	407998.776	407998.776
TNGI	HNZ	HNN	HNE	100	417972.201	417972.201	417972.201
TOJI	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
TPJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
TSJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
TSJN	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
TSJR	HNZ	HNN	HNE	100	279620.2663	279620.2663	279620.2663
WLJI	HNZ	HNN	HNE	100	427692.771	427692.771	427692.771
WSJM	HNZ	HNN	HNE	100	203999.898	203999.898	203999.898
